step,energy_ry
140,65432.66447867
93,149.12407901
139,-4783.62417246
151,-6180.43053771
135,-6426.54399087
120,-6526.52644578
109,-6572.66486796
113,-6594.13606482
115,-6604.04721885
123,-6608.29972952
122,-6610.03444013
119,-6610.7257249
119,-6610.93318271
126,-6611.22641655
132,-6611.44309519
137,-6611.63168185
137,-6611.78998681
125,-6611.92067035
83,-6612.04468254
146,-6612.16256961
152,-6612.16256959
157,-6612.27882842
145,-6612.38950635
176,-6612.48903445
179,-6612.57700681
187,-6612.65549839
177,-6612.72803647
179,-6612.79666601
186,-6612.86041491
184,-6612.91759991
163,-6612.96800257
191,-6613.01319759
185,-6613.05514413
179,-6613.09425912
179,-6613.1295258
189,-6613.15992688
182,-6613.18516457
179,-6613.20588744
179,-6613.22283298
178,-6613.23657377
149,-6613.23657386
160,-6613.24996024
172,-6613.26265961
167,-6613.27564974
144,-6613.28954161
154,-6613.30448077
148,-6613.32052041
163,-6613.33771775
129,-6613.35610438
129,-6613.37568381
113,-6613.39638262
119,-6613.41820857
