step,total_force_ry_bohr
139,10164.283166
151,1156.91413
135,424.050473
120,194.176697
109,89.949739
113,43.816189
115,19.987556
123,8.453531
122,3.538426
119,1.637831
119,1.241783
126,0.911607
132,0.745816
137,0.64108
137,0.571828
125,0.536357
83,0.507121
146,0.478605
152,0.47844
157,0.433777
145,0.37825
176,0.328182
179,0.292855
187,0.271747
177,0.255128
179,0.234023
186,0.209888
184,0.188217
163,0.174
191,0.165689
185,0.158753
179,0.150953
179,0.14279
189,0.136382
182,0.131426
179,0.126743
179,0.121707
178,0.118499
149,0.118076
160,0.113232
172,0.110811
167,0.10893
144,0.107805
154,0.107657
148,0.108402
163,0.109547
129,0.111195
129,0.112294
113,0.113457
119,0.114617
