step,scf_accuracy_ry
1,108.59103172
2,104.85000667
3,46.06796277
4,21.57254823
5,22.3041111
6,32.19581981
7,20.64794118
8,10.19093704
9,6.70831191
10,9.6325265
11,7.26821844
12,6.88452021
13,0.59278747
14,0.33767954
15,0.36518626
16,0.29014904
17,0.0922982
18,0.09699974
19,0.03695959
20,0.03146751
21,0.01481832
22,0.01183826
23,0.01838428
24,0.01137929
25,0.01607677
26,0.00686986
27,0.00577349
28,0.00306631
29,0.00227226
30,0.00260172
31,0.0015083
32,0.00060001
33,0.00048573
34,0.00053648
35,0.00036905
36,0.00026034
37,0.00022493
38,0.00016947
39,9.997e-05
40,0.00013005
41,0.00013395
42,8.806e-05
43,5.056e-05
44,3.683e-05
45,4.056e-05
46,3.669e-05
47,6.312e-05
48,3.757e-05
49,2.371e-05
50,1.535e-05
51,1.332e-05
52,1.053e-05
53,9.49e-06
54,1.102e-05
55,1.152e-05
56,7.62e-06
57,7.57e-06
58,5.03e-06
59,3.63e-06
60,2.59e-06
61,3.29e-06
62,3.81e-06
63,2.44e-06
64,1.83e-06
65,2.22e-06
66,1.75e-06
67,1.21e-06
68,1.16e-06
69,1.23e-06
70,9.3e-07
71,1.08e-06
72,1.16e-06
73,6.6e-07
74,5.6e-07
75,5.7e-07
76,6.1e-07
77,5.3e-07
78,6.4e-07
79,6.5e-07
80,3.7e-07
81,3.4e-07
82,4.4e-07
83,2.3e-07
84,1.9e-07
1,0.00026651
2,0.00143752
3,9.75e-05
4,4.441e-05
5,2.622e-05
6,1.436e-05
7,2.1e-05
8,4.48e-06
9,2.61e-06
10,1.69e-06
11,2.51e-06
12,1.01e-06
13,8.1e-07
14,9.7e-07
15,3.6e-07
16,2.2e-07
17,2.6e-07
18,3.1e-07
19,8e-08
1,0.00036563
2,0.0034586
3,5.658e-05
4,4.086e-05
5,6.664e-05
6,2.5e-05
7,1.079e-05
8,5.23e-06
9,4.07e-06
10,3.17e-06
11,4.48e-06
12,9.9e-07
13,1.66e-06
14,6.8e-07
15,2.7e-07
16,4.4e-07
17,2.6e-07
18,2.1e-07
19,8e-08
20,8e-08
21,5e-08
22,5e-08
23,4e-08
24,2e-08
1,0.00017015
2,0.00026068
3,0.00015817
4,7.655e-05
5,5.489e-05
6,4.668e-05
7,1.943e-05
8,1.098e-05
9,6.95e-06
10,3.33e-06
11,4.07e-06
12,2.62e-06
13,1.71e-06
14,3.05e-06
15,4.4e-07
16,3.4e-07
17,8.1e-07
18,2.8e-07
19,1.3e-07
20,1.1e-07
21,1e-07
22,5e-08
23,4e-08
24,4e-08
25,2e-08
1,0.0004084
2,0.00045784
3,0.00040955
4,0.00020011
5,0.00011094
6,6.675e-05
7,3.482e-05
8,3.775e-05
9,2.149e-05
10,7.48e-06
11,6e-06
12,1.041e-05
13,2.52e-06
14,1.58e-06
15,2.49e-06
16,1.47e-06
17,1.04e-06
18,5.7e-07
19,6.2e-07
20,3.7e-07
21,2.2e-07
22,3.3e-07
23,9e-08
24,7e-08
25,1.1e-07
26,5e-08
27,4e-08
28,2e-08
29,2e-08
30,2e-08
1,0.00049408
