step,conv_thr_ry
3,2e-07
11,2e-09
23,2e-09
23,2e-09
28,2e-09
28,2e-09
29,2e-09
27,2e-09
30,2e-09
29,2e-09
28,2e-09
32,2e-09
32,2e-09
30,2e-09
30,2e-09
29,2e-09
29,2e-09
30,2e-09
30,2e-09
30,2e-09
31,2e-09
31,2e-09
32,2e-09
27,2e-09
29,2e-09
33,2e-09
29,2e-09
29,2e-09
29,2e-09
33,2e-09
27,2e-09
28,2e-09
30,2e-09
35,2e-09
