step,gradient_error_ry_bohr
145,0.016
50,0.013
67,0.011
60,0.0073
68,0.0067
69,0.0075
90,0.0071
96,0.0048
75,0.0067
60,0.0067
69,0.0054
72,0.0044
87,0.005
79,0.0044
87,0.0043
82,0.0041
73,0.0044
69,0.0036
60,0.0025
67,0.0014
66,0.00064
69,0.00021
