step,total_magnetization_bohr_cell
1,41.48
2,38.39
3,25.88
4,7.28
5,2.81
6,1.1
7,0.28
8,0.15
9,0.14
10,0.09
11,0.08
12,0.07
13,0.06
14,0.05
15,0.05
16,0.04
17,0.02
18,0.02
19,0.01
20,0.01
21,0.01
