step,energy_ry
1,-7386.41336461
2,-7386.41655193
3,-7386.41900068
4,-7386.42126174
5,-7386.42244473
6,-7386.42283934
7,-7386.42332117
8,-7386.4237095
9,-7386.42398215
10,-7386.42421193
11,-7386.42453304
12,-7386.42472237
