step,scf_accuracy_ry
30,1e-08
1,0.0017037
2,0.00176832
3,0.00303813
4,0.00515785
5,0.00066182
6,0.00032442
7,0.00012597
8,0.00010711
9,0.00017753
10,3.788e-05
11,1.584e-05
12,1.151e-05
13,3.199e-05
14,8.79e-06
15,5.77e-06
16,2.88e-06
17,2.15e-06
18,8.1e-07
19,4.7e-07
20,1.01e-06
21,4.9e-07
22,5.8e-07
23,2.6e-07
24,1e-07
25,3e-08
26,5e-08
27,2e-08
1,0.00293239
2,0.0049946
3,0.00356663
4,0.00362756
5,0.00085496
6,0.00034474
7,0.00020931
8,0.00017557
9,0.00023454
10,0.00013233
11,3.149e-05
12,3.613e-05
13,7.055e-05
14,6.48e-06
15,6.37e-06
16,7.45e-06
17,5.38e-06
18,2.89e-06
19,1.56e-06
20,6.5e-07
21,3.6e-07
22,1.8e-07
23,5.3e-07
24,3.2e-07
25,1.1e-07
26,9e-08
27,2e-08
28,2e-08
1,0.00398355
2,0.00412875
3,0.00887865
4,0.00719153
5,0.00078621
6,0.00057101
7,0.00021946
8,0.00016949
9,0.00019726
10,0.00016877
11,3.037e-05
12,2.801e-05
13,9.278e-05
14,8.25e-06
15,2.464e-05
16,6.89e-06
17,9.05e-06
18,2.01e-06
19,1.7e-06
20,4.4e-07
21,3.3e-07
22,2e-07
23,1.4e-07
24,4.9e-07
25,1e-07
26,6e-08
27,8e-08
28,3e-08
29,6e-08
30,4e-08
31,3e-08
32,2e-08
33,1e-08
1,0.00210884
2,0.00476493
3,0.0024263
4,0.00268735
5,0.001047
6,0.00071478
7,0.00010553
8,8.276e-05
9,5.698e-05
10,6.349e-05
11,2.516e-05
12,2.189e-05
13,8.506e-05
14,8.36e-06
15,8.25e-06
16,8.57e-06
17,2.36e-06
18,9.4e-07
19,1e-06
20,3.8e-07
21,3.5e-07
22,2.6e-07
23,1.4e-07
24,1.6e-07
25,9e-08
26,2e-08
27,2e-08
28,1e-08
1,0.00142889
2,0.00127412
3,0.00419962
4,0.00410192
5,0.00033763
6,0.00013384
7,0.00011778
8,8.655e-05
9,0.0001517
10,5.258e-05
11,1.562e-05
12,1.22e-05
13,1.284e-05
14,2.566e-05
15,3.66e-06
16,1.5e-06
17,3.9e-07
18,3.6e-07
19,4.1e-07
20,1.9e-07
21,1.3e-07
22,1.2e-07
23,5e-08
24,8e-08
25,1.4e-07
26,3e-08
27,2e-08
28,2e-08
1,0.00059843
2,0.00215974
3,0.00052177
4,0.0012794
5,0.00012364
6,0.00012316
7,4.179e-05
8,3.192e-05
9,2.492e-05
10,3.575e-05
11,3.78e-06
12,4.48e-06
13,1.548e-05
14,2.13e-06
15,3.8e-06
16,8.1e-07
17,1.61e-06
18,2.1e-07
19,1.5e-07
20,1.2e-07
21,8e-08
22,3e-08
23,1e-08
24,1e-08
25,2e-08
26,6e-09
1,0.00198545
2,0.00164205
3,0.00496014
4,0.00681354
5,0.00066653
6,0.00024691
7,0.00010951
8,7.697e-05
9,8.506e-05
10,5.645e-05
11,1.269e-05
12,1.063e-05
13,6.87e-06
14,1.113e-05
15,1.915e-05
16,1.133e-05
17,2.61e-06
18,6.8e-07
19,7.3e-07
20,2.4e-07
21,3.4e-07
22,1.2e-07
23,8e-08
24,4e-08
25,3e-08
26,2e-08
27,7e-08
28,3e-08
29,5.3e-09
1,0.00128577
2,0.00142918
3,0.00250713
4,0.00207422
5,0.00060096
6,0.0004525
7,8.232e-05
8,8.342e-05
9,4.297e-05
10,3.801e-05
11,9.23e-06
12,8.43e-06
13,2.201e-05
14,3.95e-06
15,7.9e-06
16,8.4e-07
17,1.43e-06
18,3.1e-07
19,2.2e-07
20,3.5e-07
21,1e-07
22,5e-08
23,9e-08
24,8e-08
25,6e-08
26,2e-08
27,8.9e-09
28,4.4e-09
1,0.00213322
2,0.00212646
3,0.00517397
4,0.00275996
5,0.00052511
6,0.00029303
7,9.425e-05
8,7.312e-05
9,4.184e-05
10,6.284e-05
11,2.347e-05
12,1.348e-05
13,4.645e-05
14,2.72e-06
15,3.37e-06
16,3.74e-06
17,2.12e-06
18,1.2e-06
19,1.22e-06
20,2e-07
21,2.6e-07
22,1.3e-07
23,8e-08
24,1.1e-07
25,8e-08
26,4e-08
27,5e-08
28,2e-08
29,4e-08
30,2e-08
31,9.7e-09
32,8.5e-09
33,3.2e-09
1,0.0034831
2,0.00325561
3,0.00967394
4,0.00623391
5,0.00098256
6,0.0004762
7,0.00016337
8,0.00012129
9,0.0001382
10,9.441e-05
11,2.023e-05
12,1.831e-05
13,4.497e-05
14,6.31e-06
