step,conv_thr_ry
95,2e-07
51,1.967e-07
51,9.96e-08
80,9.96e-08
57,2.56e-08
47,1.68e-08
38,3.07e-08
42,2.18e-08
47,2e-08
41,1.83e-08
48,2.13e-08
51,2.64e-08
65,4.34e-08
66,6.76e-08
75,8.55e-08
74,1.025e-07
57,2e-07
52,1.912e-07
57,1.282e-07
68,1.282e-07
