step,energy_ry
3,-11770.57453676
9,-11770.57455605
26,-11770.57457306
25,-11770.57459117
25,-11770.57460934
28,-11770.57462787
31,-11770.57464959
32,-11770.57467342
29,-11770.57470057
31,-11770.57473036
30,-11770.57474813
33,-11770.5747703
32,-11770.57479475
31,-11770.57481235
32,-11770.57482688
29,-11770.57484041
33,-11770.57485552
30,-11770.57486976
