step,energy_ry
1,-3619.4205051
2,-3619.44700164
3,-3619.47295374
4,-3619.50693541
5,-3619.54710824
6,-3619.58558044
7,-3619.60300539
8,-3619.60750215
9,-3619.61308549
10,-3619.62136908
11,-3619.6288239
12,-3619.63609705
13,-3619.64609981
14,-3619.66242681
15,-3619.67719644
16,-3619.68528659
