step,total_force_ry_bohr
119,3862.829331
133,1487.942722
91,632.900397
129,340.071954
75,185.145585
111,95.874108
116,48.801958
129,21.550578
112,8.071352
119,2.920141
123,1.440643
128,1.03948
122,0.861416
124,0.796936
128,0.726864
145,0.670977
139,0.606263
150,0.55996
101,0.560206
124,0.523003
100,0.483903
153,0.442021
164,0.39797
136,0.357813
123,0.327049
170,0.301074
152,0.276011
169,0.257047
113,0.251447
148,0.255879
159,0.261849
168,0.261216
183,0.254243
147,0.24249
175,0.22751
155,0.211363
160,0.196337
157,0.183272
161,0.183165
120,0.172544
149,0.162714
77,0.152641
82,0.14047
139,0.127335
148,0.113642
147,0.101741
125,0.092889
113,0.086339
138,0.0822
111,0.079589
106,0.078383
