step,energy_ry
90,109627.36080357
120,-2515.39806978
119,-5617.04404637
133,-6083.5041871
91,-6338.45498431
129,-6456.10956856
75,-6529.27659786
111,-6570.12840119
116,-6592.51215436
129,-6603.93399748
112,-6608.89170624
119,-6610.75002726
123,-6611.38778624
128,-6611.70082063
122,-6611.92622333
124,-6612.1099389
128,-6612.27995722
145,-6612.42468033
139,-6612.56443206
150,-6612.68421462
101,-6612.68421446
124,-6612.78756772
100,-6612.87666044
153,-6612.95121435
164,-6613.01369128
136,-6613.0657314
123,-6613.11016567
170,-6613.15038005
152,-6613.18686839
169,-6613.21733487
113,-6613.23954702
148,-6613.25265441
159,-6613.25723733
168,-6613.25534442
183,-6613.25000846
147,-6613.24470592
175,-6613.24294267
155,-6613.24730191
160,-6613.25781052
157,-6613.27212787
161,-6613.27212776
120,-6613.28757599
149,-6613.30312866
77,-6613.31868196
82,-6613.33452172
139,-6613.35057821
148,-6613.3663164
147,-6613.38100614
125,-6613.39414209
113,-6613.40556329
138,-6613.4155052
111,-6613.42445757
106,-6613.43284684
